user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
472525238,1565014386606977025,2022-08-31T16:31:20Z,dipodolan,Penyitaan barang bukti kasus korupsi Duta Palma trilyunan rupiah ini tenggelam oleh drama Sambo yg tak kunjung usai 🤪 https://t.co/rxPcA7vfUn,Twitter for iPhone,140,NA,NA,NA,FALSE,TRUE,0,10247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134742518,BurhanMuhtadi,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564603943262400512,Penyitaan barang bukti kasus korupsi Duta Palma trilyunan rupiah ini tenggelam oleh drama Sambo yg tak kunjung usai 🤪 https://t.co/rxPcA7vfUn,2022-08-30T13:20:23Z,Twitter for iPhone,30385,10247,134742518,BurhanMuhtadi,Burhan Muhtadi (IG: Burhanuddin Muhtadi),391564,1544,32951,Jakarta-Canberra-Singapore,Indonesian Political Indicator | State Islamic University Jakarta | Australian National University | Visiting Fellow ISEAS | burhanmuhtadi@gmail.com,FALSE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/dipodolan/status/1565014386606977025,iftikarrr,Sedot Dosa 084567891011,"Just like 70% water in my body, I adapt.",NA,FALSE,445,360,1,16145,9386,2012-01-24T01:32:44Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/472525238/1594721803,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1232960305677795329/EIl1dIRn_normal.jpg
1435969991782780932,1565014335361286144,2022-08-31T16:31:08Z,IsmailK91875309,"@Ingin_BahagiaYa @N4N_0k @realAmienRais Kalo ketemu akun yang ngaku2 jaga NKRI dan sebagainya, jadi ingat sama kasus2 Korupsi, Narkoba, Judi, penindas rakyat kecil. 
Moga cepat berlalu zaman ini....",Twitter for Android,158,1564871300333465600,1012885466843045888,Ingin_BahagiaYa,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012885466843045888 1389059163297247232 1295868404822208512,Ingin_BahagiaYa N4N_0k realAmienRais,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/IsmailK91875309/status/1565014335361286144,Ismail Kasim,,Hidung,NA,FALSE,35,306,0,224,224,2021-09-09T14:15:10Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/1524604829657567232/0br9NHnn_normal.jpg
1650541003,1565014315089809408,2022-08-31T16:31:03Z,sembilan1998269,Penyitaan barang bukti kasus korupsi Duta Palma trilyunan rupiah ini tenggelam oleh drama Sambo yg tak kunjung usai 🤪 https://t.co/rxPcA7vfUn,Twitter for Android,140,NA,NA,NA,FALSE,TRUE,0,10247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134742518,BurhanMuhtadi,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564603943262400512,Penyitaan barang bukti kasus korupsi Duta Palma trilyunan rupiah ini tenggelam oleh drama Sambo yg tak kunjung usai 🤪 https://t.co/rxPcA7vfUn,2022-08-30T13:20:23Z,Twitter for iPhone,30385,10247,134742518,BurhanMuhtadi,Burhan Muhtadi (IG: Burhanuddin Muhtadi),391564,1544,32951,Jakarta-Canberra-Singapore,Indonesian Political Indicator | State Islamic University Jakarta | Australian National University | Visiting Fellow ISEAS | burhanmuhtadi@gmail.com,FALSE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/sembilan1998269/status/1565014315089809408,Jooohan Pdz,Unknown,,NA,FALSE,72,77,0,212,86,2013-08-06T14:52:32Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1650541003/1375801199,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/378800000455826528/7b8c8374dc276f3aa7f7d31cdd20dc8e_normal.jpeg
282453623,1565014184320192513,2022-08-31T16:30:32Z,mestiiiii,"Kejaksaan Agung memamerkan barang bukti hasil eksekusi perkara kasus dugaan korupsi lahan sawit dengan tersangka Surya Darmadi alias Apeng. Kejaksaan menyita barang bukti berupa uang tunai rupiah senilai Rp5,1 triliun. https://t.co/zeNT9igm2p",Twitter for iPhone,140,NA,NA,NA,FALSE,TRUE,0,1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162545299614662656,catchmeupid,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564523234682216450,"Kejaksaan Agung memamerkan barang bukti hasil eksekusi perkara kasus dugaan korupsi lahan sawit dengan tersangka Surya Darmadi alias Apeng. Kejaksaan menyita barang bukti berupa uang tunai rupiah senilai Rp5,1 triliun. https://t.co/zeNT9igm2p",2022-08-30T07:59:41Z,Twitter for iPhone,4766,1245,1162545299614662656,catchmeupid,Catch Me Up!,175920,2,7227,,"Daily news, arrived in your inbox every 6 AM WIB sharp. Subscribe through the link in the bio. Free, no commitment needed #getsmarter",FALSE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/mestiiiii/status/1565014184320192513,Pramesti,,🧠,NA,FALSE,1436,935,3,57851,2978,2011-04-15T07:23:34Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/282453623/1655770829,http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/1495457035806072832/gXpYROiV_normal.jpg
1381506505602527236,1565014160739512320,2022-08-31T16:30:27Z,pentolnoe,@bukannyasiapaaa Buat KKN versi lite tapi ga korupsi bedanya,Twitter for Android,43,1565011472874622976,1399894691018022912,bukannyasiapaaa,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1399894691018022912,bukannyasiapaaa,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/pentolnoe/status/1565014160739512320,Noe ||,Hemmm -_,Para pemain sirkus dan segala keistimewaannya. Aku bukan kamu!!,NA,FALSE,2211,2188,0,8471,5580,2021-04-12T07:16:43Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1381506505602527236/1660765037,NA,http://pbs.twimg.com/profile_images/1559987753957265408/tqSeHhVP_normal.jpg
1296389476944470016,1565014151130333186,2022-08-31T16:30:24Z,error404nfnd,"@kembaransilent Terlalu berat, bahas korupsi pt palma aja nah",Twitter for Android,45,1565013815573458944,1325620400705818625,kembaransilent,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325620400705818625,kembaransilent,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/error404nfnd/status/1565014151130333186,twsds.,bdj,,NA,FALSE,389,420,0,3966,4440,2020-08-20T10:12:05Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1296389476944470016/1657634455,NA,http://pbs.twimg.com/profile_images/1546856861638348801/aNtKnWA8_normal.jpg
1550988918530908160,1565014142888853504,2022-08-31T16:30:22Z,Rizwanovharoon,@Iyal90431410 @adriana64799632 @Mdy_Asmara1701 apeng gak jualan agamananya. beda sama ustad korupsi duit jamaah.,Twitter for Android,65,1564990813834137601,1516000090879537157,Iyal90431410,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516000090879537157 3257387443 1334853481019056128,Iyal90431410 adriana64799632 Mdy_Asmara1701,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/Rizwanovharoon/status/1565014142888853504,Ridwan harun,,,NA,FALSE,2,54,0,610,436,2022-07-23T23:39:26Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/1550989600000442368/pq64bIGK_normal.jpg
296095596,1565014122692878337,2022-08-31T16:30:18Z,Ill_Tsar,"Hening tanpa berita miring, Raul Lemos diam-diam 'nikmati' uang korupsi Kemenhan RI, jumlahnya bikin elus dada - Hops Id  https://t.co/xhqb1ndbjv",Twitter for Android,139,NA,NA,NA,FALSE,TRUE,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219055858,RadarKorupsi,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564945525211668480,"Hening tanpa berita miring, Raul Lemos diam-diam 'nikmati' uang korupsi Kemenhan RI, jumlahnya bikin elus dada - Hops Id  https://t.co/xhqb1ndbjv",2022-08-31T11:57:43Z,Twitter for iPhone,60,26,1219055858,RadarKorupsi,SK🇮🇩,21150,17380,129209,"Dago, Bandung","#AntiKorupsi dan #AntiNarsistikMegalomania || maaf lagi males buka DM, kecuali yang mau transfer wakakak🤣||",FALSE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/Ill_Tsar/status/1565014122692878337,Krisna Pambudi,,,NA,FALSE,591,798,1,69675,47055,2011-05-10T05:55:32Z,FALSE,NA,NA,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2993699400/232dc0fd15623e5528acee4728c4c7e7_normal.jpeg
296095596,1565013513088561152,2022-08-31T16:27:52Z,Ill_Tsar,"Ketua DPD PDIP Sumut Dilaporkan Mantan Anak Buahnya Terkait Korupsi Dana Covid-19
https://t.co/bJq83Wqob0",Twitter for Android,125,NA,NA,NA,FALSE,TRUE,0,35,NA,NA,NA,NA,democrazy.id/2022/08/Ketua-…,https://t.co/bJq83Wqob0,https://www.democrazy.id/2022/08/Ketua-DPD-PDIP-Sumut-Dilaporkan-Mantan-Anak-Buahnya-Terkait-Korupsi-Dana-Covid-19.html,NA,NA,NA,NA,NA,NA,NA,NA,1243804423001763841,democrazymedia,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564971266078978048,"Ketua DPD PDIP Sumut Dilaporkan Mantan Anak Buahnya Terkait Korupsi Dana Covid-19
https://t.co/bJq83Wqob0",2022-08-31T13:40:00Z,TweetDeck,83,35,1243804423001763841,democrazymedia,Democrazy News,60217,176,40908,Indonesia,"Democrazy News - Indonesian Political News • Terkini, Independen, Akurat & Kredibel - ✉️: democrazynews@gmail.com | https://t.co/SLLjzRdpeC",FALSE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/Ill_Tsar/status/1565013513088561152,Krisna Pambudi,,,NA,FALSE,591,798,1,69675,47055,2011-05-10T05:55:32Z,FALSE,NA,NA,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2993699400/232dc0fd15623e5528acee4728c4c7e7_normal.jpeg
153685200,1565014121082339328,2022-08-31T16:30:17Z,M_MisbahulUlum,"Di tengah kondisi krisis ekonomi &amp; ekonomi rakyat yg masih dalam tekanan, pemerintah gencar kumpulkan duit lewat kebijakan yg merampas hak-hak rakyat dng berbagai skema, termasuk pencabutan subsidi. Sementara selama ini rakyat sdh menanggung dampak dr korupsi &amp;salah urus negara https://t.co/g3LX1ui2ts",Twitter for Android,144,NA,NA,NA,FALSE,TRUE,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175442007,ecosocrights,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564732002188009472,"Di tengah kondisi krisis ekonomi &amp; ekonomi rakyat yg masih dalam tekanan, pemerintah gencar kumpulkan duit lewat kebijakan yg merampas hak-hak rakyat dng berbagai skema, termasuk pencabutan subsidi. Sementara selama ini rakyat sdh menanggung dampak dr korupsi &amp;salah urus negara https://t.co/g3LX1ui2ts",2022-08-30T21:49:15Z,Twitter Web App,12,11,175442007,ecosocrights,InstitutEcosocRights,19975,3379,57984,Jakarta,"Riset & pendidikan utk pemajuan hak ekonomi, sosial & budaya. Telpon: 62-21-8304153; email: ecosoc@cbn.net.id",FALSE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/M_MisbahulUlum/status/1565014121082339328,M.  Misbahul Ulum,Mojokerto-Yogyakarta,(Boekan) manoesia dan (boekan) siapa-(si)apa | Andjing sahaja |,NA,FALSE,593,888,2,32039,17597,2010-06-09T05:29:05Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/153685200/1427264388,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1080844703187124225/PlX_LaqS_normal.jpg
